"year","month","day","latitude","longitude","species","speciesKey","kingdom","stateProvince","countryCode"
1736,NA,NA,54.799262,-1.612656,"Micromys minutus",5219833,"Animalia","England","GB"
1736,NA,NA,50.16007,-5.571641,"Micromys minutus",5219833,"Animalia","England","GB"
1736,NA,NA,52.072458,0.697918,"Micromys minutus",5219833,"Animalia","England","GB"
1736,NA,NA,52.237181,1.293846,"Micromys minutus",5219833,"Animalia","England","GB"
1736,NA,NA,50.455589,-4.60754,"Micromys minutus",5219833,"Animalia","England","GB"
1736,NA,NA,50.175935,-5.012492,"Micromys minutus",5219833,"Animalia","England","GB"
1736,NA,NA,53.002296,-1.926943,"Micromys minutus",5219833,"Animalia","England","GB"
1736,NA,NA,52.282578,-1.634956,"Micromys minutus",5219833,"Animalia","England","GB"
1736,NA,NA,50.265745,-5.018159,"Micromys minutus",5219833,"Animalia","England","GB"
1736,NA,NA,52.637574,-0.893146,"Micromys minutus",5219833,"Animalia","England","GB"
1736,NA,NA,52.550993,-1.337774,"Micromys minutus",5219833,"Animalia","England","GB"
1736,NA,NA,52.143265,1.433096,"Micromys minutus",5219833,"Animalia","England","GB"
1736,NA,NA,52.193038,-1.781981,"Micromys minutus",5219833,"Animalia","England","GB"
1736,NA,NA,53.270069,-2.676199,"Micromys minutus",5219833,"Animalia","England","GB"
1736,NA,NA,52.103312,-1.928416,"Micromys minutus",5219833,"Animalia","England","GB"
1736,NA,NA,52.10331,-2.074413,"Micromys minutus",5219833,"Animalia","England","GB"
1736,NA,NA,52.727454,-0.890871,"Micromys minutus",5219833,"Animalia","England","GB"
1736,NA,NA,52.012317,-2.511366,"Micromys minutus",5219833,"Animalia","England","GB"
1736,NA,NA,51.365561,0.081484,"Micromys minutus",5219833,"Animalia","England","GB"
1736,NA,NA,53.181506,-2.375537,"Micromys minutus",5219833,"Animalia","England","GB"
1736,NA,NA,55.849891,-4.637227,"Micromys minutus",5219833,"Animalia","Scotland","GB"
1736,NA,NA,52.057668,1.280614,"Micromys minutus",5219833,"Animalia","England","GB"
1736,NA,NA,52.162263,0.703348,"Micromys minutus",5219833,"Animalia","England","GB"
1736,NA,NA,52.459062,-2.958052,"Micromys minutus",5219833,"Animalia","England","GB"
1736,NA,NA,52.883909,-4.602284,"Micromys minutus",5219833,"Animalia","Wales","GB"
1736,NA,NA,52.524766,0.578131,"Micromys minutus",5219833,"Animalia","England","GB"
1736,NA,NA,52.155205,0.995344,"Micromys minutus",5219833,"Animalia","England","GB"
1736,NA,NA,53.002105,-2.224966,"Micromys minutus",5219833,"Animalia","England","GB"
1736,NA,NA,53.360708,-2.527372,"Micromys minutus",5219833,"Animalia","England","GB"
1736,NA,NA,52.544535,-3.402307,"Micromys minutus",5219833,"Animalia","Wales","GB"
1736,NA,NA,52.192677,-1.635692,"Micromys minutus",5219833,"Animalia","England","GB"
1736,NA,NA,52.637542,-3.109723,"Micromys minutus",5219833,"Animalia","Wales","GB"
1736,NA,NA,52.338407,0.860897,"Micromys minutus",5219833,"Animalia","England","GB"
1736,NA,NA,52.248617,0.855114,"Micromys minutus",5219833,"Animalia","England","GB"
1736,NA,NA,52.550076,-1.19031,"Micromys minutus",5219833,"Animalia","England","GB"
1736,NA,NA,52.725941,-3.260043,"Micromys minutus",5219833,"Animalia","Wales","GB"
1736,NA,NA,50.164288,-5.431901,"Micromys minutus",5219833,"Animalia","England","GB"
1736,NA,NA,55.853209,-4.477664,"Micromys minutus",5219833,"Animalia","Scotland","GB"
1736,NA,NA,50.64127,-4.334917,"Micromys minutus",5219833,"Animalia","England","GB"
1736,NA,NA,53.463844,-1.421566,"Micromys minutus",5219833,"Animalia","England","GB"
1800,NA,NA,51.652693,-2.507307,"Micromys minutus",5219833,"Animalia","England","GB"
1830,NA,NA,53.167395,-3.871337,"Micromys minutus",5219833,"Animalia","Wales","GB"
1843,NA,NA,53.741323,-2.782295,"Micromys minutus",5219833,"Animalia","England","GB"
1843,NA,NA,53.898237,-2.83849,"Micromys minutus",5219833,"Animalia","England","GB"
1854,10,3,60.671236,25.285379,"Micromys minutus",5219833,"Animalia","Uusimaa","FI"
1858,NA,NA,64.104862,27.453221,"Micromys minutus",5219833,"Animalia","Kainuu","FI"
1859,NA,NA,64.46,24.26,"Micromys minutus",5219833,"Animalia","Pohjois-Pohjanmaa","FI"
1861,10,16,60.1942,25.0316,"Micromys minutus",5219833,"Animalia","Uusimaa","FI"
1862,9,8,57.0265,9.9555,"Micromys minutus",5219833,"Animalia","Region Nordjylland","DK"
1862,NA,NA,54.70999,-1.923918,"Micromys minutus",5219833,"Animalia","England","GB"
1863,10,1,57.0265,9.9555,"Micromys minutus",5219833,"Animalia","Region Nordjylland","DK"
1864,NA,NA,53.627477,-2.984322,"Micromys minutus",5219833,"Animalia","England","GB"
1865,12,9,61.2,25.11,"Micromys minutus",5219833,"Animalia","Kanta-Häme","FI"
1869,NA,NA,47.44821,9.59346,"Micromys minutus",5219833,"Animalia","Ar","CH"
1870,NA,NA,51.743498,-2.218653,"Micromys minutus",5219833,"Animalia","England","GB"
1870,NA,NA,52.731498,-2.519744,"Micromys minutus",5219833,"Animalia","England","GB"
1871,11,NA,51.552177,-0.342739,"Micromys minutus",5219833,"Animalia","England","GB"
1872,9,NA,52.550053,-2.812553,"Micromys minutus",5219833,"Animalia","England","GB"
1875,1,17,62.646287,27.183042,"Micromys minutus",5219833,"Animalia","Pohjois-Savo","FI"
1875,3,10,62.646287,27.183042,"Micromys minutus",5219833,"Animalia","Pohjois-Savo","FI"
1879,3,16,60.1942,25.0316,"Micromys minutus",5219833,"Animalia","Uusimaa","FI"
1879,8,15,62.048188,26.673634,"Micromys minutus",5219833,"Animalia","Etelä-Savo","FI"
1880,5,24,61.039426,24.513134,"Micromys minutus",5219833,"Animalia","Kanta-Häme","FI"
1880,NA,NA,51.190563,-0.212636,"Micromys minutus",5219833,"Animalia","England","GB"
1882,NA,NA,51.921693,-2.655744,"Micromys minutus",5219833,"Animalia","England","GB"
1883,2,16,59.928587,23.387347,"Micromys minutus",5219833,"Animalia","Uusimaa","FI"
1886,NA,NA,51.267287,0.507113,"Micromys minutus",5219833,"Animalia","England","GB"
1888,NA,NA,54.882499,-3.326438,"Micromys minutus",5219833,"Animalia","England","GB"
1892,NA,NA,54.872711,-2.928725,"Micromys minutus",5219833,"Animalia","England","GB"
1893,8,12,47,2,"Micromys minutus",5219833,"Animalia","","FR"
1893,NA,NA,53.360708,-2.527372,"Micromys minutus",5219833,"Animalia","England","GB"
1895,1,1,53.270069,-2.676199,"Micromys minutus",5219833,"Animalia","England","GB"
1895,8,29,53.181506,-2.375537,"Micromys minutus",5219833,"Animalia","England","GB"
1895,NA,NA,53.271772,-2.226381,"Micromys minutus",5219833,"Animalia","England","GB"
1895,NA,NA,53.359949,-2.677622,"Micromys minutus",5219833,"Animalia","England","GB"
1895,NA,NA,53.270069,-2.676199,"Micromys minutus",5219833,"Animalia","England","GB"
1895,NA,NA,53.361658,-2.226857,"Micromys minutus",5219833,"Animalia","England","GB"
1895,NA,NA,55.833955,-4.540321,"Micromys minutus",5219833,"Animalia","Scotland","GB"
1896,NA,NA,47.883335,14.216666,"Micromys minutus",5219833,"Animalia","","AT"
1897,4,1,56.81933,8.72446,"Micromys minutus",5219833,"Animalia","Region Nordjylland","DK"
1897,8,1,53.66367,-2.954897,"Micromys minutus",5219833,"Animalia","England","GB"
1897,8,NA,53.717345,-2.986419,"Micromys minutus",5219833,"Animalia","England","GB"
1898,9,1,52.2659,10.5267,"Micromys minutus",5219833,"Animalia","Niedersachsen","DE"
1898,9,2,52.2659,10.5267,"Micromys minutus",5219833,"Animalia","Niedersachsen","DE"
1898,9,3,52.2659,10.5267,"Micromys minutus",5219833,"Animalia","Niedersachsen","DE"
1898,9,4,52.2659,10.5267,"Micromys minutus",5219833,"Animalia","Niedersachsen","DE"
1898,9,6,52.2659,10.5267,"Micromys minutus",5219833,"Animalia","Niedersachsen","DE"
1898,9,11,52.2659,10.5267,"Micromys minutus",5219833,"Animalia","Niedersachsen","DE"
1898,9,12,52.2659,10.5267,"Micromys minutus",5219833,"Animalia","Niedersachsen","DE"
1898,12,NA,52.497825,1.60805,"Micromys minutus",5219833,"Animalia","England","GB"
1898,12,NA,52.497825,1.60805,"Micromys minutus",5219833,"Animalia","England","GB"
1898,NA,NA,55.840857,-4.420971,"Micromys minutus",5219833,"Animalia","Scotland","GB"
1899,12,31,53.360708,-2.527372,"Micromys minutus",5219833,"Animalia","England","GB"
1899,12,31,53.267991,-2.976043,"Micromys minutus",5219833,"Animalia","England","GB"
1899,12,31,53.181506,-2.375537,"Micromys minutus",5219833,"Animalia","England","GB"
1899,12,NA,52.794182,0.59404,"Micromys minutus",5219833,"Animalia","England","GB"
1899,12,NA,52.794182,0.59404,"Micromys minutus",5219833,"Animalia","England","GB"
1899,NA,NA,57.229456,-2.440563,"Micromys minutus",5219833,"Animalia","Scotland","GB"
1900,1,1,53.267991,-2.976043,"Micromys minutus",5219833,"Animalia","England","GB"
1900,NA,NA,53.359949,-2.677622,"Micromys minutus",5219833,"Animalia","England","GB"
1900,NA,NA,53.257235,-3.875257,"Micromys minutus",5219833,"Animalia","Wales","GB"
1900,NA,NA,53.002112,-1.777932,"Micromys minutus",5219833,"Animalia","England","GB"
1900,NA,NA,53.257235,-3.875257,"Micromys minutus",5219833,"Animalia","Wales","GB"
1902,1,NA,51.108005,-0.787223,"Micromys minutus",5219833,"Animalia","England","GB"
1902,NA,NA,46.78672,5.5566,"Micromys minutus",5219833,"Animalia","","FR"
1902,NA,NA,47.05954,5.43772,"Micromys minutus",5219833,"Animalia","","FR"
1902,NA,NA,46.69673,5.55236,"Micromys minutus",5219833,"Animalia","","FR"
1902,NA,NA,46.51376,5.67429,"Micromys minutus",5219833,"Animalia","","FR"
1903,4,NA,51.885852,0.977392,"Micromys minutus",5219833,"Animalia","England","GB"
1903,NA,NA,64.147569,25.321224,"Micromys minutus",5219833,"Animalia","Pohjois-Pohjanmaa","FI"
1904,12,NA,51.194583,-0.49872,"Micromys minutus",5219833,"Animalia","England","GB"
1904,NA,NA,64.022021,28.503903,"Micromys minutus",5219833,"Animalia","Kainuu","FI"
1905,3,14,53.359949,-2.677622,"Micromys minutus",5219833,"Animalia","England","GB"
1905,3,24,53.089365,-2.822678,"Micromys minutus",5219833,"Animalia","England","GB"
1905,6,23,53.377379,-2.768091,"Micromys minutus",5219833,"Animalia","England","GB"
1905,6,30,46.03977,-1.03464,"Micromys minutus",5219833,"Animalia","","FR"
1905,11,26,62.998091,27.826245,"Micromys minutus",5219833,"Animalia","Pohjois-Savo","FI"
1906,NA,NA,52.732433,-1.779303,"Micromys minutus",5219833,"Animalia","England","GB"
1907,11,16,42.37815,117.80489,"Micromys minutus",5219833,"Animalia","Hubei","CN"
1907,NA,NA,51.863878,-2.531464,"Micromys minutus",5219833,"Animalia","England","GB"
1907,NA,NA,52.883909,-4.602284,"Micromys minutus",5219833,"Animalia","Wales","GB"
1909,2,8,47.5581,7.6047,"Micromys minutus",5219833,"Animalia","Bs","CH"
1909,10,24,62.87707,27.684466,"Micromys minutus",5219833,"Animalia","Pohjois-Savo","FI"
1909,NA,NA,47.55798,7.67113,"Micromys minutus",5219833,"Animalia","Baden-Württemberg","DE"
1910,1,10,63.147576,27.294129,"Micromys minutus",5219833,"Animalia","Pohjois-Savo","FI"
1910,10,23,44.76,132.65,"Micromys minutus",5219833,"Animalia","Primorskii krai","RU"
1910,12,24,48.133335,14.033334,"Micromys minutus",5219833,"Animalia","","AT"
1910,NA,NA,51.863588,0.968658,"Micromys minutus",5219833,"Animalia","England","GB"
1911,7,22,61.362109,24.496536,"Micromys minutus",5219833,"Animalia","Pirkanmaa","FI"
1911,8,30,60.793551,24.953117,"Micromys minutus",5219833,"Animalia","Kanta-Häme","FI"
1911,9,7,64.832507,26.77317,"Micromys minutus",5219833,"Animalia","Pohjois-Pohjanmaa","FI"
1911,10,1,61.422151,23.609172,"Micromys minutus",5219833,"Animalia","Pirkanmaa","FI"
1911,12,22,61.63199,23.830407,"Micromys minutus",5219833,"Animalia","Pirkanmaa","FI"
1912,NA,NA,51.360108,0.368529,"Micromys minutus",5219833,"Animalia","England","GB"
1912,NA,NA,52.524766,0.578131,"Micromys minutus",5219833,"Animalia","England","GB"
1912,NA,NA,52.527884,0.430876,"Micromys minutus",5219833,"Animalia","England","GB"
1912,NA,NA,52.611262,0.730933,"Micromys minutus",5219833,"Animalia","England","GB"
1912,NA,NA,47.42596,9.37646,"Micromys minutus",5219833,"Animalia","Sg","CH"
1913,7,NA,61.825829,26.189341,"Micromys minutus",5219833,"Animalia","Keski-Suomi","FI"
1913,9,7,62.502566,21.811469,"Micromys minutus",5219833,"Animalia","Etelä-Pohjanmaa","FI"
1913,10,25,60.888438,24.695829,"Micromys minutus",5219833,"Animalia","Kanta-Häme","FI"
1913,10,NA,63.948753,25.887925,"Micromys minutus",5219833,"Animalia","Pohjois-Pohjanmaa","FI"
1913,11,NA,60.888438,24.695829,"Micromys minutus",5219833,"Animalia","Kanta-Häme","FI"
1913,NA,NA,61.63199,23.830407,"Micromys minutus",5219833,"Animalia","Pirkanmaa","FI"
1914,6,12,45.049863,38.797361,"Micromys minutus",5219833,"Animalia","","RU"
1914,9,1,50.280392,35.965764,"Micromys minutus",5219833,"Animalia","","UA"
1914,9,NA,61.2086,24.0441,"Micromys minutus",5219833,"Animalia","Pirkanmaa","FI"
1914,10,NA,47.60306,7.60484,"Micromys minutus",5219833,"Animalia","Baden-Württemberg","DE"
1914,NA,NA,52.822321,-2.224035,"Micromys minutus",5219833,"Animalia","England","GB"
1915,NA,NA,47.28546,28.854793,"Micromys minutus",5219833,"Animalia","","MD"
1916,8,19,47.27,12.77,"Micromys minutus",5219833,"Animalia","","AT"
1916,8,29,47.27,12.77,"Micromys minutus",5219833,"Animalia","","AT"
1917,2,14,22.97161,100.74079,"Micromys minutus",5219833,"Animalia","","CN"
1917,9,13,60.7,28.75,"Micromys minutus",5219833,"Animalia","Leningrad oblast","RU"
1917,9,NA,60.686454,24.368844,"Micromys minutus",5219833,"Animalia","Kanta-Häme","FI"
1917,10,16,52.515153,1.159823,"Micromys minutus",5219833,"Animalia","England","GB"
1917,10,16,52.510468,1.166857,"Micromys minutus",5219833,"Animalia","England","GB"
1918,1,NA,51.196331,-0.641785,"Micromys minutus",5219833,"Animalia","England","GB"
1918,6,NA,61.2151,24.0532,"Micromys minutus",5219833,"Animalia","Pirkanmaa","FI"
1918,12,1,47.52,5.1,"Micromys minutus",5219833,"Animalia","Bourgogne","FR"
1919,2,15,47.51886,5.11244,"Micromys minutus",5219833,"Animalia","Bourgogne-Franche-Comté","FR"
1919,2,26,47.51886,5.11244,"Micromys minutus",5219833,"Animalia","Bourgogne-Franche-Comté","FR"
1919,2,26,47.516666,5.1,"Micromys minutus",5219833,"Animalia","Bourgogne-Franche-Comte","FR"
1919,3,12,47.52,5.1,"Micromys minutus",5219833,"Animalia","Bourgogne","FR"
1919,3,15,47.52,5.1,"Micromys minutus",5219833,"Animalia","Bourgogne","FR"
1919,3,19,47.52,5.1,"Micromys minutus",5219833,"Animalia","Bourgogne","FR"
1920,8,NA,60.37,28.95,"Micromys minutus",5219833,"Animalia","Leningrad oblast","RU"
1920,NA,NA,48.366665,10.883333,"Micromys minutus",5219833,"Animalia","Bavaria","DE"
1920,NA,NA,53.359969,-1.325304,"Micromys minutus",5219833,"Animalia","England","GB"
1921,8,6,62.89521,29.327069,"Micromys minutus",5219833,"Animalia","Pohjois-Karjala","FI"
1921,8,11,62.276432,24.542421,"Micromys minutus",5219833,"Animalia","Keski-Suomi","FI"
1921,8,NA,62.89521,29.327069,"Micromys minutus",5219833,"Animalia","Pohjois-Karjala","FI"
1921,12,6,60.91,30.07,"Micromys minutus",5219833,"Animalia","Leningrad oblast","RU"
1921,NA,NA,50.828804,-0.084488,"Micromys minutus",5219833,"Animalia","England","GB"
1922,1,7,30.80834,108.40702,"Micromys minutus",5219833,"Animalia","","CN"
1922,3,29,61.039426,24.513134,"Micromys minutus",5219833,"Animalia","Kanta-Häme","FI"
1922,9,NA,61.1818,28.845253,"Micromys minutus",5219833,"Animalia","Etelä-Karjala","FI"
1922,12,19,60.92,29.75,"Micromys minutus",5219833,"Animalia","Leningrad oblast","RU"
1923,5,3,48.133335,14.033334,"Micromys minutus",5219833,"Animalia","","AT"
1923,8,29,62.89521,29.327069,"Micromys minutus",5219833,"Animalia","Pohjois-Karjala","FI"
1923,12,30,50.3,30.5,"Micromys minutus",5219833,"Animalia","","UA"
1923,NA,NA,48.366665,10.883333,"Micromys minutus",5219833,"Animalia","Bavaria","DE"
1923,NA,NA,52.301612,0.279115,"Micromys minutus",5219833,"Animalia","England","GB"
1925,2,1,48.166668,14.016666,"Micromys minutus",5219833,"Animalia","","AT"
1925,9,NA,49.624774,36.14537,"Micromys minutus",5219833,"Animalia","","UA"
1925,10,22,43.478264,43.64868,"Micromys minutus",5219833,"Animalia","","RU"
1925,12,NA,49.705651,36.125933,"Micromys minutus",5219833,"Animalia","","UA"
1925,NA,NA,53.359969,-1.325304,"Micromys minutus",5219833,"Animalia","England","GB"
1926,4,20,50.525792,30.332822,"Micromys minutus",5219833,"Animalia","Kyivs'ka Oblast'","UA"
1926,4,26,49.823589,34.532046,"Micromys minutus",5219833,"Animalia","Poltavs'ka Oblast'","UA"
1926,5,3,49.412677,31.173909,"Micromys minutus",5219833,"Animalia","Cherkas'ka Oblast'","UA"
1926,5,9,49.410317,31.181811,"Micromys minutus",5219833,"Animalia","Cherkas'ka Oblast'","UA"
1926,5,9,61.566541,21.799734,"Micromys minutus",5219833,"Animalia","Satakunta","FI"
1926,5,11,50.65809,31.47701,"Micromys minutus",5219833,"Animalia","Chernihivs'ka Oblast'","UA"
1926,7,14,49.045217,38.224373,"Micromys minutus",5219833,"Animalia","Luhans'ka Oblast'","UA"
1926,7,16,51.481216,33.877144,"Micromys minutus",5219833,"Animalia","Sums'ka Oblast'","UA"
1926,7,30,49.97806,27.700944,"Micromys minutus",5219833,"Animalia","Zhytomyrs'ka Oblast'","UA"
1926,8,13,49.057814,31.270452,"Micromys minutus",5219833,"Animalia","Cherkas'ka Oblast'","UA"
1926,9,6,49.98973,27.755877,"Micromys minutus",5219833,"Animalia","Zhytomyrs'ka Oblast'","UA"
1926,9,7,50.726615,29.316077,"Micromys minutus",5219833,"Animalia","Zhytomyrs'ka Oblast'","UA"
1926,9,30,49.186352,32.368456,"Micromys minutus",5219833,"Animalia","Cherkas'ka Oblast'","UA"
1926,9,NA,49.097635,31.14641,"Micromys minutus",5219833,"Animalia","Cherkas'ka Oblast'","UA"
1926,10,20,50.029513,33.055607,"Micromys minutus",5219833,"Animalia","Poltavs'ka Oblast'","UA"
1926,11,28,49.697681,27.571783,"Micromys minutus",5219833,"Animalia","Khmel'nyts'ka Oblast'","UA"
1926,11,NA,50.934176,31.575851,"Micromys minutus",5219833,"Animalia","Chernihivs'ka Oblast'","UA"
1926,NA,NA,49.34411,31.535764,"Micromys minutus",5219833,"Animalia","Cherkas'ka Oblast'","UA"
1927,1,19,50.050861,35.326587,"Micromys minutus",5219833,"Animalia","Kharkivs'ka Oblast'","UA"
1927,2,NA,61.566541,21.799734,"Micromys minutus",5219833,"Animalia","Satakunta","FI"
1927,3,15,50.050861,35.326587,"Micromys minutus",5219833,"Animalia","Kharkivs'ka Oblast'","UA"
1927,4,1,49.518927,31.82594,"Micromys minutus",5219833,"Animalia","Cherkas'ka Oblast'","UA"
1927,4,1,49.057814,31.270452,"Micromys minutus",5219833,"Animalia","Cherkas'ka Oblast'","UA"
1927,4,25,49.398597,31.264927,"Micromys minutus",5219833,"Animalia","Cherkas'ka Oblast'","UA"
1927,5,12,50.634701,29.406274,"Micromys minutus",5219833,"Animalia","Zhytomyrs'ka Oblast'","UA"
1927,6,25,49.805421,30.119908,"Micromys minutus",5219833,"Animalia","Kyivs'ka Oblast'","UA"
1927,6,26,49.741885,30.16797,"Micromys minutus",5219833,"Animalia","Kyivs'ka Oblast'","UA"
1927,6,NA,50.726615,29.316077,"Micromys minutus",5219833,"Animalia","Zhytomyrs'ka Oblast'","UA"
1927,7,18,48.675166,27.72445,"Micromys minutus",5219833,"Animalia","Vinnyts'ka Oblast'","UA"
1927,7,25,51.481216,33.877144,"Micromys minutus",5219833,"Animalia","Sums'ka Oblast'","UA"
1927,7,26,51.516663,33.891245,"Micromys minutus",5219833,"Animalia","Sums'ka Oblast'","UA"
1927,7,30,49.34411,31.535764,"Micromys minutus",5219833,"Animalia","Cherkas'ka Oblast'","UA"
1927,8,8,50.597309,31.380244,"Micromys minutus",5219833,"Animalia","Chernihivs'ka Oblast'","UA"
1927,8,14,62.276432,24.542421,"Micromys minutus",5219833,"Animalia","Keski-Suomi","FI"
1927,8,NA,50.726615,29.316077,"Micromys minutus",5219833,"Animalia","Zhytomyrs'ka Oblast'","UA"
1927,9,19,48.460929,28.22636,"Micromys minutus",5219833,"Animalia","Vinnyts'ka Oblast'","UA"
1927,9,23,48.503863,28.438774,"Micromys minutus",5219833,"Animalia","Vinnyts'ka Oblast'","UA"
1927,9,25,49.419967,31.258657,"Micromys minutus",5219833,"Animalia","Cherkas'ka Oblast'","UA"
1927,9,26,49.155722,26.851699,"Micromys minutus",5219833,"Animalia","Khmel'nyts'ka Oblast'","UA"
1927,10,29,60.723897,24.725161,"Micromys minutus",5219833,"Animalia","Kanta-Häme","FI"
1927,11,6,49.218569,28.399939,"Micromys minutus",5219833,"Animalia","Vinnyts'ka Oblast'","UA"
1927,11,8,50.934176,31.575851,"Micromys minutus",5219833,"Animalia","Chernihivs'ka Oblast'","UA"
1927,11,14,49.048718,27.939023,"Micromys minutus",5219833,"Animalia","Vinnyts'ka Oblast'","UA"
1927,11,15,48.78914,28.408373,"Micromys minutus",5219833,"Animalia","Vinnyts'ka Oblast'","UA"
1927,12,12,49.097635,31.14641,"Micromys minutus",5219833,"Animalia","Cherkas'ka Oblast'","UA"
1927,NA,NA,51.448264,-1.130796,"Micromys minutus",5219833,"Animalia","England","GB"
1927,NA,NA,53.449848,-1.323881,"Micromys minutus",5219833,"Animalia","England","GB"
1927,NA,NA,44.476012,132.367365,"Micromys minutus",5219833,"Animalia","","RU"
1928,1,15,60.2484,24.9838,"Micromys minutus",5219833,"Animalia","Uusimaa","FI"
1928,2,12,50.525792,30.332822,"Micromys minutus",5219833,"Animalia","Kyivs'ka Oblast'","UA"
1928,3,11,49.048995,27.90977,"Micromys minutus",5219833,"Animalia","Vinnyts'ka Oblast'","UA"
1928,3,28,50.339965,31.273882,"Micromys minutus",5219833,"Animalia","Kyivs'ka Oblast'","UA"
1928,3,NA,50.931836,-1.218721,"Micromys minutus",5219833,"Animalia","England","GB"
1928,4,2,50.339965,31.273882,"Micromys minutus",5219833,"Animalia","Kyivs'ka Oblast'","UA"
1928,4,10,50.345875,31.317858,"Micromys minutus",5219833,"Animalia","Kyivs'ka Oblast'","UA"
1928,4,22,50.456613,30.453423,"Micromys minutus",5219833,"Animalia","Kyivs'ka Oblast'","UA"
1928,4,23,50.34936,31.28125,"Micromys minutus",5219833,"Animalia","Kyivs'ka Oblast'","UA"
1928,4,25,50.525792,30.332822,"Micromys minutus",5219833,"Animalia","Kyivs'ka Oblast'","UA"
1928,5,4,49.97806,27.700944,"Micromys minutus",5219833,"Animalia","Zhytomyrs'ka Oblast'","UA"
1928,5,6,50.339965,31.273882,"Micromys minutus",5219833,"Animalia","Kyivs'ka Oblast'","UA"
1928,7,30,48.78914,28.408373,"Micromys minutus",5219833,"Animalia","Vinnyts'ka Oblast'","UA"
1928,8,7,48.78914,28.408373,"Micromys minutus",5219833,"Animalia","Vinnyts'ka Oblast'","UA"
1928,8,10,47.914713,30.177623,"Micromys minutus",5219833,"Animalia","Odes'ka Oblast'","UA"
1928,8,11,47.958223,30.332189,"Micromys minutus",5219833,"Animalia","Mykolaivs'ka Oblast'","UA"
1928,8,13,48.17428,31.098401,"Micromys minutus",5219833,"Animalia","Mykolaivs'ka Oblast'","UA"
1928,8,15,48.707854,32.296408,"Micromys minutus",5219833,"Animalia","Kirovohrads'ka Oblast'","UA"
1928,8,15,48.667816,32.30015,"Micromys minutus",5219833,"Animalia","Kirovohrads'ka Oblast'","UA"
1928,8,15,48.788866,31.650098,"Micromys minutus",5219833,"Animalia","Kirovohrads'ka Oblast'","UA"
1928,8,22,48.946421,30.965853,"Micromys minutus",5219833,"Animalia","Cherkas'ka Oblast'","UA"
1928,8,27,44.513185,38.319954,"Micromys minutus",5219833,"Animalia","","RU"
1928,9,23,62.267936,27.177464,"Micromys minutus",5219833,"Animalia","Etelä-Savo","FI"
1928,9,28,62.267936,27.177464,"Micromys minutus",5219833,"Animalia","Etelä-Savo","FI"
1928,10,5,62.267936,27.177464,"Micromys minutus",5219833,"Animalia","Etelä-Savo","FI"
1928,11,28,48.687736,27.658715,"Micromys minutus",5219833,"Animalia","Vinnyts'ka Oblast'","UA"
1928,NA,NA,49.097635,31.14641,"Micromys minutus",5219833,"Animalia","Cherkas'ka Oblast'","UA"
1928,NA,NA,49.268291,27.539974,"Micromys minutus",5219833,"Animalia","Khmel'nyts'ka Oblast'","UA"
1928,NA,NA,50.339965,31.273882,"Micromys minutus",5219833,"Animalia","Kyivs'ka Oblast'","UA"
1928,NA,NA,50.994657,0.634908,"Micromys minutus",5219833,"Animalia","England","GB"
1928,NA,NA,52.03981,-2.181463,"Micromys minutus",5219833,"Animalia","England","GB"
1929,2,1,50.304476,30.605663,"Micromys minutus",5219833,"Animalia","Kyivs'ka Oblast'","UA"
1929,2,7,60.86681,25.264076,"Micromys minutus",5219833,"Animalia","Päijät-Häme","FI"
1929,2,22,50.417262,30.128401,"Micromys minutus",5219833,"Animalia","Kyivs'ka Oblast'","UA"
1929,3,5,60.42,24.75,"Micromys minutus",5219833,"Animalia","Uusimaa","FI"
1929,3,20,50.309475,31.477876,"Micromys minutus",5219833,"Animalia","Kyivs'ka Oblast'","UA"
1929,4,11,51.47785,31.673121,"Micromys minutus",5219833,"Animalia","","UA"
1929,7,31,50.734671,27.53952,"Micromys minutus",5219833,"Animalia","Zhytomyrs'ka Oblast'","UA"
1929,8,5,50.219366,28.732114,"Micromys minutus",5219833,"Animalia","Zhytomyrs'ka Oblast'","UA"
1929,8,18,50.726615,29.316077,"Micromys minutus",5219833,"Animalia","Zhytomyrs'ka Oblast'","UA"
1929,8,30,50.593865,27.615769,"Micromys minutus",5219833,"Animalia","Zhytomyrs'ka Oblast'","UA"
1929,12,26,51,31.8,"Micromys minutus",5219833,"Animalia","","UA"
1929,NA,NA,22.35,103.866661,"Micromys minutus",5219833,"Animalia","Tonkin","VN"
1929,NA,NA,52.44099,0.278946,"Micromys minutus",5219833,"Animalia","England","GB"
1930,1,1,49.4748,6.01632,"Micromys minutus",5219833,"Animalia","","LU"
1930,3,5,49.419967,31.258657,"Micromys minutus",5219833,"Animalia","Cherkas'ka Oblast'","UA"
1930,4,14,50.304109,30.602882,"Micromys minutus",5219833,"Animalia","Kyivs'ka Oblast'","UA"
1930,5,1,51,31.8,"Micromys minutus",5219833,"Animalia","","UA"
1930,5,23,49.4837,5.97489,"Micromys minutus",5219833,"Animalia","","FR"
1930,8,7,61.7,30.7,"Micromys minutus",5219833,"Animalia","Karelia","RU"
1930,9,5,62.267936,27.177464,"Micromys minutus",5219833,"Animalia","Etelä-Savo","FI"
1930,9,8,62.968131,26.700937,"Micromys minutus",5219833,"Animalia","Pohjois-Savo","FI"
1930,9,15,62.267936,27.177464,"Micromys minutus",5219833,"Animalia","Etelä-Savo","FI"
1930,10,16,61.3,29.9,"Micromys minutus",5219833,"Animalia","Karelia","RU"
