"year","month","day","latitude","longitude","species","speciesKey","kingdom","stateProvince","countryCode"
2012,NA,NA,43.26425,-1.16851,"Micromys minutus",5219833,"Animalia","","FR"
2012,NA,NA,43.88129,-0.80249,"Micromys minutus",5219833,"Animalia","","FR"
2012,NA,NA,44.15672,0.66799,"Micromys minutus",5219833,"Animalia","","FR"
2012,NA,NA,45.0444,0.92323,"Micromys minutus",5219833,"Animalia","","FR"
2012,NA,NA,43.98785,-0.84704,"Micromys minutus",5219833,"Animalia","","FR"
2012,NA,NA,44.13952,0.70621,"Micromys minutus",5219833,"Animalia","","FR"
2012,NA,NA,44.8036,0.21095,"Micromys minutus",5219833,"Animalia","","FR"
2012,NA,NA,44.16379,-0.43337,"Micromys minutus",5219833,"Animalia","","FR"
2012,NA,NA,44.20393,0.01503,"Micromys minutus",5219833,"Animalia","","FR"
2012,NA,NA,44.17395,-0.39643,"Micromys minutus",5219833,"Animalia","","FR"
2012,NA,NA,44.29047,-0.41596,"Micromys minutus",5219833,"Animalia","","FR"
2012,NA,NA,44.41213,-1.0771,"Micromys minutus",5219833,"Animalia","","FR"
2012,NA,NA,43.50898,-1.35959,"Micromys minutus",5219833,"Animalia","","FR"
2012,NA,NA,43.55281,-0.38445,"Micromys minutus",5219833,"Animalia","","FR"
2012,NA,NA,43.97563,-0.09773,"Micromys minutus",5219833,"Animalia","","FR"
2012,NA,NA,44.15114,-0.25744,"Micromys minutus",5219833,"Animalia","","FR"
2012,NA,NA,43.5529,-0.91697,"Micromys minutus",5219833,"Animalia","","FR"
2012,NA,NA,43.86431,-0.50252,"Micromys minutus",5219833,"Animalia","","FR"
2012,NA,NA,44.23415,-0.48776,"Micromys minutus",5219833,"Animalia","","FR"
2012,NA,NA,43.42685,0.32163,"Micromys minutus",5219833,"Animalia","","FR"
2012,NA,NA,47.06225,5.30603,"Micromys minutus",5219833,"Animalia","","FR"
2012,NA,NA,47.50945,5.45822,"Micromys minutus",5219833,"Animalia","","FR"
2012,NA,NA,47.34535,4.52326,"Micromys minutus",5219833,"Animalia","","FR"
2012,NA,NA,47.16533,4.51817,"Micromys minutus",5219833,"Animalia","","FR"
2012,NA,NA,47.98491,3.33512,"Micromys minutus",5219833,"Animalia","","FR"
2012,NA,NA,47.15224,5.30988,"Micromys minutus",5219833,"Animalia","","FR"
2012,NA,NA,47.257,4.3885,"Micromys minutus",5219833,"Animalia","","FR"
2012,NA,NA,52.600228,1.173332,"Micromys minutus",5219833,"Animalia","England","GB"
2012,NA,NA,47.55938,6.92451,"Micromys minutus",5219833,"Animalia","","FR"
2012,NA,NA,47.4104,5.85173,"Micromys minutus",5219833,"Animalia","","FR"
2012,NA,NA,46.78956,5.42558,"Micromys minutus",5219833,"Animalia","","FR"
2012,NA,NA,46.69673,5.55236,"Micromys minutus",5219833,"Animalia","","FR"
2012,NA,NA,47.23364,5.7101,"Micromys minutus",5219833,"Animalia","","FR"
2012,NA,NA,46.18611,2.33141,"Micromys minutus",5219833,"Animalia","","FR"
2012,NA,NA,46.6795,2.91307,"Micromys minutus",5219833,"Animalia","France métropolitaine","FR"
2012,NA,NA,45.8921,2.91949,"Micromys minutus",5219833,"Animalia","France métropolitaine","FR"
2012,NA,NA,45.88982,3.33658,"Micromys minutus",5219833,"Animalia","France métropolitaine","FR"
2012,NA,NA,51.323,26.674,"Micromys minutus",5219833,"Animalia","Rivnens'ka Oblast'","UA"
2012,NA,NA,46.17549,3.43364,"Micromys minutus",5219833,"Animalia","France métropolitaine","FR"
2012,NA,NA,45.66518,5.53453,"Micromys minutus",5219833,"Animalia","France métropolitaine","FR"
2012,NA,NA,47.2719,5.74077,"Micromys minutus",5219833,"Animalia","France métropolitaine","FR"
2012,NA,NA,45.81762,5.44035,"Micromys minutus",5219833,"Animalia","France métropolitaine","FR"
2012,NA,NA,45.7898,4.09425,"Micromys minutus",5219833,"Animalia","France métropolitaine","FR"
2012,NA,NA,45.78428,4.97884,"Micromys minutus",5219833,"Animalia","France métropolitaine","FR"
2012,NA,NA,51.561184,-2.794801,"Micromys minutus",5219833,"Animalia","Wales","GB"
2012,NA,NA,45.91467,2.93549,"Micromys minutus",5219833,"Animalia","","FR"
2012,NA,NA,45.82447,3.1932,"Micromys minutus",5219833,"Animalia","","FR"
2012,NA,NA,45.55448,2.93591,"Micromys minutus",5219833,"Animalia","","FR"
2012,NA,NA,45.82418,3.322,"Micromys minutus",5219833,"Animalia","","FR"
2012,NA,NA,46.18393,3.45376,"Micromys minutus",5219833,"Animalia","","FR"
2012,NA,NA,46.63505,2.93464,"Micromys minutus",5219833,"Animalia","","FR"
2012,NA,NA,43.42686,0.32164,"Micromys minutus",5219833,"Animalia","","FR"
2013,1,2,52,5.75,"Micromys minutus",5219833,"Animalia","Gelderland","NL"
2013,1,7,52.45,5.45,"Micromys minutus",5219833,"Animalia","Flevoland","NL"
2013,1,8,50.213317,-5.2763,"Micromys minutus",5219833,"Animalia","England","GB"
2013,1,10,51.25,5.75,"Micromys minutus",5219833,"Animalia","Limburg","NL"
2013,1,12,52,4.1,"Micromys minutus",5219833,"Animalia","Zuid-Holland","NL"
2013,1,13,52.55,4.6,"Micromys minutus",5219833,"Animalia","Noord-Holland","NL"
2013,1,15,43.46177,-0.37605,"Micromys minutus",5219833,"Animalia","","FR"
2013,1,17,51.8,4,"Micromys minutus",5219833,"Animalia","Zuid-Holland","NL"
2013,1,19,63.750043,27.643664,"Micromys minutus",5219833,"Animalia","Pohjois-Savo","FI"
2013,1,19,51.9,4.05,"Micromys minutus",5219833,"Animalia","Zuid-Holland","NL"
2013,1,21,51.7,4.45,"Micromys minutus",5219833,"Animalia","Zuid-Holland","NL"
2013,1,22,51.95,4.75,"Micromys minutus",5219833,"Animalia","Zuid-Holland","NL"
2013,1,23,51.9,4.25,"Micromys minutus",5219833,"Animalia","Zuid-Holland","NL"
2013,1,25,51.65,5.9,"Micromys minutus",5219833,"Animalia","Noord-Brabant","NL"
2013,1,26,51.75,4.45,"Micromys minutus",5219833,"Animalia","Zuid-Holland","NL"
2013,1,26,51.65,5.9,"Micromys minutus",5219833,"Animalia","Noord-Brabant","NL"
2013,1,26,51.65,4.25,"Micromys minutus",5219833,"Animalia","Zuid-Holland","NL"
2013,1,30,51.552131,-3.660047,"Micromys minutus",5219833,"Animalia","Wales","GB"
2013,2,1,51.7,4.55,"Micromys minutus",5219833,"Animalia","Zuid-Holland","NL"
2013,2,3,44.28919,0.27533,"Micromys minutus",5219833,"Animalia","","FR"
2013,2,8,49.8971,3.856,"Micromys minutus",5219833,"Animalia","","FR"
2013,2,9,44.46352,0.56805,"Micromys minutus",5219833,"Animalia","","FR"
2013,2,12,51.8,5.95,"Micromys minutus",5219833,"Animalia","Gelderland","NL"
2013,2,12,52.3,5.9,"Micromys minutus",5219833,"Animalia","Gelderland","NL"
2013,2,13,51.75,4.45,"Micromys minutus",5219833,"Animalia","Zuid-Holland","NL"
2013,2,13,52.3,5.9,"Micromys minutus",5219833,"Animalia","Gelderland","NL"
2013,2,14,49.51398,3.49927,"Micromys minutus",5219833,"Animalia","","FR"
2013,2,18,51.2,5.65,"Micromys minutus",5219833,"Animalia","Limburg","NL"
2013,2,19,51.75,4.5,"Micromys minutus",5219833,"Animalia","Zuid-Holland","NL"
2013,2,22,43.78491,0.67953,"Micromys minutus",5219833,"Animalia","","FR"
2013,2,22,52.9,4.9,"Micromys minutus",5219833,"Animalia","Noord-Holland","NL"
2013,2,22,43.78492,0.67954,"Micromys minutus",5219833,"Animalia","","FR"
2013,2,24,51.85,6,"Micromys minutus",5219833,"Animalia","Gelderland","NL"
2013,2,26,43.54702,0.8165,"Micromys minutus",5219833,"Animalia","","FR"
2013,2,26,43.54702,0.8165,"Micromys minutus",5219833,"Animalia","","FR"
2013,2,26,53.35,6.2,"Micromys minutus",5219833,"Animalia","Groningen","NL"
2013,2,NA,46.26175,-0.71548,"Micromys minutus",5219833,"Animalia","","FR"
2013,2,NA,62.209963,30.360776,"Micromys minutus",5219833,"Animalia","Pohjois-Karjala","FI"
2013,3,2,35.716719,127.617769,"Micromys minutus",5219833,"Animalia","","KR"
2013,3,2,47.77956,2.78707,"Micromys minutus",5219833,"Animalia","","FR"
2013,3,6,51.8,4.4,"Micromys minutus",5219833,"Animalia","Zuid-Holland","NL"
2013,3,9,54.176048,10.550008,"Micromys minutus",5219833,"Animalia","","DE"
2013,3,9,51.989817,1.129966,"Micromys minutus",5219833,"Animalia","England","GB"
2013,3,9,51.8,3.95,"Micromys minutus",5219833,"Animalia","Zuid-Holland","NL"
2013,3,10,51.339567,-0.550698,"Micromys minutus",5219833,"Animalia","England","GB"
2013,3,10,49.51398,3.49927,"Micromys minutus",5219833,"Animalia","","FR"
2013,3,17,51.85,6,"Micromys minutus",5219833,"Animalia","Gelderland","NL"
2013,3,18,35.450986,126.906275,"Micromys minutus",5219833,"Animalia","","KR"
2013,3,19,51.2,5.65,"Micromys minutus",5219833,"Animalia","Limburg","NL"
2013,3,20,51.787078,0.845802,"Micromys minutus",5219833,"Animalia","England","GB"
2013,3,20,51.85,6,"Micromys minutus",5219833,"Animalia","Gelderland","NL"
2013,3,21,49.66781,4.06295,"Micromys minutus",5219833,"Animalia","","FR"
2013,3,22,50.85,5.75,"Micromys minutus",5219833,"Animalia","Limburg","NL"
2013,3,24,51.85,6,"Micromys minutus",5219833,"Animalia","Gelderland","NL"
2013,3,26,43.69896,-1.17275,"Micromys minutus",5219833,"Animalia","","FR"
2013,3,26,51.2,5.65,"Micromys minutus",5219833,"Animalia","Limburg","NL"
2013,3,27,51.2,5.65,"Micromys minutus",5219833,"Animalia","Limburg","NL"
2013,3,27,51.8,5.95,"Micromys minutus",5219833,"Animalia","Gelderland","NL"
2013,3,29,51.7,5.25,"Micromys minutus",5219833,"Animalia","Noord-Brabant","NL"
2013,3,30,46.44591,-1.23815,"Micromys minutus",5219833,"Animalia","","FR"
2013,3,30,50.9,5.75,"Micromys minutus",5219833,"Animalia","Limburg","NL"
2013,3,NA,62.209963,30.360776,"Micromys minutus",5219833,"Animalia","Pohjois-Karjala","FI"
2013,4,1,52.853806,-2.834032,"Micromys minutus",5219833,"Animalia","England","GB"
2013,4,1,52.75,6.05,"Micromys minutus",5219833,"Animalia","Overijssel","NL"
2013,4,4,50.57847,1.59611,"Micromys minutus",5219833,"Animalia","","FR"
2013,4,7,50.480582,-4.383865,"Micromys minutus",5219833,"Animalia","England","GB"
2013,4,7,51.289875,-1.084098,"Micromys minutus",5219833,"Animalia","England","GB"
2013,4,14,52.6,4.75,"Micromys minutus",5219833,"Animalia","Noord-Holland","NL"
2013,4,14,51.85,5.9,"Micromys minutus",5219833,"Animalia","Gelderland","NL"
2013,4,17,48.44688,3.24498,"Micromys minutus",5219833,"Animalia","","FR"
2013,4,17,48.44688,3.24498,"Micromys minutus",5219833,"Animalia","","FR"
2013,4,17,52.45,5.5,"Micromys minutus",5219833,"Animalia","Flevoland","NL"
2013,4,18,51.4,6.15,"Micromys minutus",5219833,"Animalia","Limburg","NL"
2013,4,20,63.750043,27.643664,"Micromys minutus",5219833,"Animalia","Pohjois-Savo","FI"
2013,4,21,49.853207,8.379775,"Micromys minutus",5219833,"Animalia","","DE"
2013,4,24,51.1,6.05,"Micromys minutus",5219833,"Animalia","Limburg","NL"
2013,4,24,52.5,6.05,"Micromys minutus",5219833,"Animalia","Overijssel","NL"
2013,4,26,51.1,6.05,"Micromys minutus",5219833,"Animalia","Limburg","NL"
2013,4,28,50.07697,36.256986,"Micromys minutus",5219833,"Animalia","Kharkivs'ka Oblast'","UA"
2013,4,29,51.1,6.05,"Micromys minutus",5219833,"Animalia","Limburg","NL"
2013,4,30,51.1,6.05,"Micromys minutus",5219833,"Animalia","Limburg","NL"
2013,4,30,51.552131,-3.660047,"Micromys minutus",5219833,"Animalia","Wales","GB"
2013,4,30,45.3189,0.58092,"Micromys minutus",5219833,"Animalia","","FR"
2013,5,2,46.54312,-0.62425,"Micromys minutus",5219833,"Animalia","","FR"
2013,5,4,63.750043,27.643664,"Micromys minutus",5219833,"Animalia","Pohjois-Savo","FI"
2013,5,8,63.750043,27.643664,"Micromys minutus",5219833,"Animalia","Pohjois-Savo","FI"
2013,5,8,52,5.95,"Micromys minutus",5219833,"Animalia","Gelderland","NL"
2013,5,9,47.77956,2.78707,"Micromys minutus",5219833,"Animalia","","FR"
2013,5,10,46.47751,1.447054,"Micromys minutus",5219833,"Animalia","Indre (36)","FR"
2013,5,15,50.14464,3.95146,"Micromys minutus",5219833,"Animalia","","FR"
2013,5,18,36.926086,128.220886,"Micromys minutus",5219833,"Animalia","","KR"
2013,6,7,50.03976,3.74928,"Micromys minutus",5219833,"Animalia","","FR"
2013,6,11,52.870371,-2.837098,"Micromys minutus",5219833,"Animalia","England","GB"
2013,6,13,43.52042,-1.33105,"Micromys minutus",5219833,"Animalia","","FR"
2013,6,15,49.99514,4.11811,"Micromys minutus",5219833,"Animalia","","FR"
2013,6,18,53.15,6.4,"Micromys minutus",5219833,"Animalia","Drenthe","NL"
2013,6,21,51.75,4.75,"Micromys minutus",5219833,"Animalia","Noord-Brabant","NL"
2013,6,22,51.8,4,"Micromys minutus",5219833,"Animalia","Zuid-Holland","NL"
2013,6,NA,51.882,-5.125279,"Micromys minutus",5219833,"Animalia","Wales","GB"
2013,7,1,46.31191,-1.28651,"Micromys minutus",5219833,"Animalia","","FR"
2013,7,1,46.66766,-1.40789,"Micromys minutus",5219833,"Animalia","","FR"
2013,7,3,53.05,4.8,"Micromys minutus",5219833,"Animalia","Noord-Holland","NL"
2013,7,4,59.70816,16.09562,"Micromys minutus",5219833,"Animalia","Västmanland","SE"
2013,7,14,51.25,5.6,"Micromys minutus",5219833,"Animalia","Limburg","NL"
2013,7,15,52.25,5.05,"Micromys minutus",5219833,"Animalia","Noord-Holland","NL"
2013,7,17,51.75,5.95,"Micromys minutus",5219833,"Animalia","Gelderland","NL"
2013,7,22,51.75,5.95,"Micromys minutus",5219833,"Animalia","Gelderland","NL"
2013,7,23,55.344035,60.217307,"Micromys minutus",5219833,"Animalia","Chelyabinsk","RU"
2013,7,23,55.34342,60.216765,"Micromys minutus",5219833,"Animalia","Chelyabinsk","RU"
2013,7,23,55.343615,60.2272,"Micromys minutus",5219833,"Animalia","Chelyabinsk","RU"
2013,7,23,55.343784,60.226651,"Micromys minutus",5219833,"Animalia","Chelyabinsk","RU"
2013,7,23,55.34348,60.22613,"Micromys minutus",5219833,"Animalia","Chelyabinsk","RU"
2013,7,23,55.32233,60.22544,"Micromys minutus",5219833,"Animalia","Chelyabinsk","RU"
2013,7,23,55.322575,60.22582,"Micromys minutus",5219833,"Animalia","Chelyabinsk","RU"
2013,7,23,55.322835,60.22602,"Micromys minutus",5219833,"Animalia","Chelyabinsk","RU"
2013,7,24,43.52126,-1.28335,"Micromys minutus",5219833,"Animalia","","FR"
2013,7,24,55.344035,60.217307,"Micromys minutus",5219833,"Animalia","Chelyabinsk","RU"
2013,7,24,55.34342,60.216765,"Micromys minutus",5219833,"Animalia","Chelyabinsk","RU"
2013,7,24,55.3428,60.20547,"Micromys minutus",5219833,"Animalia","Chelyabinsk","RU"
2013,7,24,55.343615,60.2272,"Micromys minutus",5219833,"Animalia","Chelyabinsk","RU"
2013,7,24,55.343448,60.205632,"Micromys minutus",5219833,"Animalia","Chelyabinsk","RU"
2013,7,24,55.343784,60.226651,"Micromys minutus",5219833,"Animalia","Chelyabinsk","RU"
2013,7,24,55.34334,60.20609,"Micromys minutus",5219833,"Animalia","Chelyabinsk","RU"
2013,7,24,55.34348,60.22613,"Micromys minutus",5219833,"Animalia","Chelyabinsk","RU"
2013,7,24,55.34241,60.20563,"Micromys minutus",5219833,"Animalia","Chelyabinsk","RU"
2013,7,24,55.32233,60.22544,"Micromys minutus",5219833,"Animalia","Chelyabinsk","RU"
2013,7,24,55.343533,60.209188,"Micromys minutus",5219833,"Animalia","Chelyabinsk","RU"
2013,7,24,55.34257,60.20763,"Micromys minutus",5219833,"Animalia","Chelyabinsk","RU"
2013,7,24,55.322575,60.22582,"Micromys minutus",5219833,"Animalia","Chelyabinsk","RU"
2013,7,24,55.336798,60.18255,"Micromys minutus",5219833,"Animalia","Chelyabinsk","RU"
2013,7,24,55.343764,60.208874,"Micromys minutus",5219833,"Animalia","Chelyabinsk","RU"
2013,7,24,55.336125,60.18226,"Micromys minutus",5219833,"Animalia","Chelyabinsk","RU"
2013,7,24,55.34341,60.20853,"Micromys minutus",5219833,"Animalia","Chelyabinsk","RU"
2013,7,24,55.322835,60.22602,"Micromys minutus",5219833,"Animalia","Chelyabinsk","RU"
2013,7,24,55.343009,60.204861,"Micromys minutus",5219833,"Animalia","Chelyabinsk","RU"
2013,7,25,43.74694,-0.95963,"Micromys minutus",5219833,"Animalia","","FR"
2013,7,25,55.344035,60.217307,"Micromys minutus",5219833,"Animalia","Chelyabinsk","RU"
2013,7,25,55.34342,60.216765,"Micromys minutus",5219833,"Animalia","Chelyabinsk","RU"
2013,7,25,55.343615,60.2272,"Micromys minutus",5219833,"Animalia","Chelyabinsk","RU"
2013,7,25,55.3428,60.20547,"Micromys minutus",5219833,"Animalia","Chelyabinsk","RU"
2013,7,25,55.343784,60.226651,"Micromys minutus",5219833,"Animalia","Chelyabinsk","RU"
2013,7,25,55.343448,60.205632,"Micromys minutus",5219833,"Animalia","Chelyabinsk","RU"
2013,7,25,55.34348,60.22613,"Micromys minutus",5219833,"Animalia","Chelyabinsk","RU"
2013,7,25,55.34334,60.20609,"Micromys minutus",5219833,"Animalia","Chelyabinsk","RU"
2013,7,25,55.34241,60.20563,"Micromys minutus",5219833,"Animalia","Chelyabinsk","RU"
2013,7,25,55.32233,60.22544,"Micromys minutus",5219833,"Animalia","Chelyabinsk","RU"
2013,7,25,55.34257,60.20763,"Micromys minutus",5219833,"Animalia","Chelyabinsk","RU"
2013,7,25,55.322575,60.22582,"Micromys minutus",5219833,"Animalia","Chelyabinsk","RU"
2013,7,25,55.343533,60.209188,"Micromys minutus",5219833,"Animalia","Chelyabinsk","RU"
2013,7,25,55.336798,60.18255,"Micromys minutus",5219833,"Animalia","Chelyabinsk","RU"
2013,7,25,55.343764,60.208874,"Micromys minutus",5219833,"Animalia","Chelyabinsk","RU"
2013,7,25,55.336125,60.18226,"Micromys minutus",5219833,"Animalia","Chelyabinsk","RU"
2013,7,25,55.34341,60.20853,"Micromys minutus",5219833,"Animalia","Chelyabinsk","RU"
2013,7,25,55.343009,60.204861,"Micromys minutus",5219833,"Animalia","Chelyabinsk","RU"
2013,7,25,55.322835,60.22602,"Micromys minutus",5219833,"Animalia","Chelyabinsk","RU"
2013,7,26,55.3428,60.20547,"Micromys minutus",5219833,"Animalia","Chelyabinsk","RU"
2013,7,26,55.343448,60.205632,"Micromys minutus",5219833,"Animalia","Chelyabinsk","RU"
2013,7,26,55.34334,60.20609,"Micromys minutus",5219833,"Animalia","Chelyabinsk","RU"
2013,7,26,55.34241,60.20563,"Micromys minutus",5219833,"Animalia","Chelyabinsk","RU"
2013,7,26,55.34257,60.20763,"Micromys minutus",5219833,"Animalia","Chelyabinsk","RU"
2013,7,26,55.343533,60.209188,"Micromys minutus",5219833,"Animalia","Chelyabinsk","RU"
2013,7,26,55.336798,60.18255,"Micromys minutus",5219833,"Animalia","Chelyabinsk","RU"
2013,7,26,55.343764,60.208874,"Micromys minutus",5219833,"Animalia","Chelyabinsk","RU"
2013,7,26,55.336125,60.18226,"Micromys minutus",5219833,"Animalia","Chelyabinsk","RU"
2013,7,26,55.34341,60.20853,"Micromys minutus",5219833,"Animalia","Chelyabinsk","RU"
2013,7,26,55.343009,60.204861,"Micromys minutus",5219833,"Animalia","Chelyabinsk","RU"
2013,7,29,50.12841,1.94283,"Micromys minutus",5219833,"Animalia","","FR"
2013,7,30,53.516903,-1.457989,"Micromys minutus",5219833,"Animalia","England","GB"
2013,7,NA,52.653436,-0.685781,"Micromys minutus",5219833,"Animalia","England","GB"
2013,8,6,51.95,4.5,"Micromys minutus",5219833,"Animalia","Zuid-Holland","NL"
2013,8,8,50.76913,2.34274,"Micromys minutus",5219833,"Animalia","","FR"
2013,8,17,51.3789,-2.823968,"Micromys minutus",5219833,"Animalia","England","GB"
2013,8,19,51.7,4.3,"Micromys minutus",5219833,"Animalia","Zuid-Holland","NL"
2013,8,21,52.3,4.9,"Micromys minutus",5219833,"Animalia","Noord-Holland","NL"
2013,8,22,52.941857,-1.103404,"Micromys minutus",5219833,"Animalia","England","GB"
2013,9,3,52.09438,1.254104,"Micromys minutus",5219833,"Animalia","England","GB"
2013,9,3,35.65181,127.5118,"Micromys minutus",5219833,"Animalia","","KR"
2013,9,4,46.83694,6.81599,"Micromys minutus",5219833,"Animalia","Fr","CH"
2013,9,5,36.92865,128.1617,"Micromys minutus",5219833,"Animalia","","KR"
2013,9,5,51.53955,-3.627144,"Micromys minutus",5219833,"Animalia","Wales","GB"
2013,9,7,52.1,4.65,"Micromys minutus",5219833,"Animalia","Zuid-Holland","NL"
2013,9,9,45.73168,5.44265,"Micromys minutus",5219833,"Animalia","","FR"
2013,9,9,45.68798,5.43104,"Micromys minutus",5219833,"Animalia","","FR"
2013,9,9,53.15,6.5,"Micromys minutus",5219833,"Animalia","Drenthe","NL"
2013,9,10,61.16353,24.78698,"Micromys minutus",5219833,"Animalia","Kanta-Häme","FI"
2013,9,10,54.53,-1.3628,"Micromys minutus",5219833,"Animalia","England","GB"
2013,9,12,52.9,6,"Micromys minutus",5219833,"Animalia","Friesland","NL"
2013,9,12,52.92927,-1.103664,"Micromys minutus",5219833,"Animalia","England","GB"
2013,9,15,52.3,4.8,"Micromys minutus",5219833,"Animalia","Noord-Holland","NL"
2013,9,18,60.18011,24.99184,"Micromys minutus",5219833,"Animalia","Uusimaa","FI"
2013,9,21,51.85,4.75,"Micromys minutus",5219833,"Animalia","Zuid-Holland","NL"
2013,9,21,52.65,6.65,"Micromys minutus",5219833,"Animalia","Overijssel","NL"
2013,9,21,52.1,4.35,"Micromys minutus",5219833,"Animalia","Zuid-Holland","NL"
2013,9,22,60.56102,22.26142,"Micromys minutus",5219833,"Animalia","Varsinais-Suomi","FI"
2013,9,22,51.61962,-1.074299,"Micromys minutus",5219833,"Animalia","England","GB"
2013,9,23,52.67571,-1.158409,"Micromys minutus",5219833,"Animalia","England","GB"
2013,9,23,52.28964,5.14315,"Micromys minutus",5219833,"Animalia","","NL"
2013,9,23,35.52662,127.617,"Micromys minutus",5219833,"Animalia","","KR"
2013,9,23,51.75,4.45,"Micromys minutus",5219833,"Animalia","Zuid-Holland","NL"
2013,9,24,48.64806,1.83761,"Micromys minutus",5219833,"Animalia","","FR"
2013,9,24,48.66627,1.7978,"Micromys minutus",5219833,"Animalia","","FR"
2013,9,24,48.65354,1.82641,"Micromys minutus",5219833,"Animalia","","FR"
2013,9,24,51.95,4.4,"Micromys minutus",5219833,"Animalia","Zuid-Holland","NL"
2013,9,24,51.75,4.45,"Micromys minutus",5219833,"Animalia","Zuid-Holland","NL"
2013,9,24,52.25,5.1,"Micromys minutus",5219833,"Animalia","Noord-Holland","NL"
2013,9,25,50.66314,8.469412,"Micromys minutus",5219833,"Animalia","","DE"
2013,9,25,60.43289,12.05304,"Micromys minutus",5219833,"Animalia","Innlandet","NO"
2013,9,25,63.75004,27.64366,"Micromys minutus",5219833,"Animalia","Pohjois-Savo","FI"
2013,9,25,60.43231,12.05609,"Micromys minutus",5219833,"Animalia","Innlandet","NO"
2013,9,27,50.64434,1.61698,"Micromys minutus",5219833,"Animalia","","FR"
2013,9,28,50.75,5.9,"Micromys minutus",5219833,"Animalia","Limburg","NL"
2013,9,28,46.83694,6.81599,"Micromys minutus",5219833,"Animalia","Fr","CH"
2013,9,29,55.77416,13.27105,"Micromys minutus",5219833,"Animalia","Skåne","SE"
2013,9,30,45.85151,5.82432,"Micromys minutus",5219833,"Animalia","","FR"
2013,9,30,45.8514,5.8432,"Micromys minutus",5219833,"Animalia","","FR"
2013,9,30,51.7,4.35,"Micromys minutus",5219833,"Animalia","Zuid-Holland","NL"
2013,10,1,51.7,4.35,"Micromys minutus",5219833,"Animalia","Zuid-Holland","NL"
2013,10,2,45.84975,5.82395,"Micromys minutus",5219833,"Animalia","","FR"
2013,10,2,45.8514,5.8432,"Micromys minutus",5219833,"Animalia","","FR"
2013,10,2,51.9,4,"Micromys minutus",5219833,"Animalia","Zuid-Holland","NL"
2013,10,3,52.04132,1.221075,"Micromys minutus",5219833,"Animalia","England","GB"
2013,10,3,53.25,5.95,"Micromys minutus",5219833,"Animalia","Friesland","NL"
2013,10,5,52.04304,-2.346232,"Micromys minutus",5219833,"Animalia","England","GB"
2013,10,5,51.65,5.35,"Micromys minutus",5219833,"Animalia","Noord-Brabant","NL"
2013,10,5,53,6.4,"Micromys minutus",5219833,"Animalia","Drenthe","NL"
2013,10,7,48.44598,3.24897,"Micromys minutus",5219833,"Animalia","","FR"
2013,10,7,48.44598,3.24897,"Micromys minutus",5219833,"Animalia","","FR"
2013,10,7,51.75,4.55,"Micromys minutus",5219833,"Animalia","Zuid-Holland","NL"
2013,10,8,46.83694,6.81599,"Micromys minutus",5219833,"Animalia","Fr","CH"
2013,10,9,53.51669,-1.302458,"Micromys minutus",5219833,"Animalia","England","GB"
2013,10,11,38.12441,128.037,"Micromys minutus",5219833,"Animalia","","KR"
2013,10,12,48.44779,3.23952,"Micromys minutus",5219833,"Animalia","","FR"
2013,10,12,46.83694,6.81599,"Micromys minutus",5219833,"Animalia","Fr","CH"
2013,10,12,48.44779,3.23952,"Micromys minutus",5219833,"Animalia","","FR"
2013,10,15,50.9,5.7,"Micromys minutus",5219833,"Animalia","Limburg","NL"
2013,10,16,52.71146,-1.128117,"Micromys minutus",5219833,"Animalia","England","GB"
2013,10,16,59.91337,11.98474,"Micromys minutus",5219833,"Animalia","Innlandet","NO"
2013,10,16,59.92249,11.98963,"Micromys minutus",5219833,"Animalia","Innlandet","NO"
2013,10,17,60.19395,24.59286,"Micromys minutus",5219833,"Animalia","Uusimaa","FI"
2013,10,17,59.92249,11.98963,"Micromys minutus",5219833,"Animalia","Innlandet","NO"
2013,10,17,51.8,4.55,"Micromys minutus",5219833,"Animalia","Zuid-Holland","NL"
2013,10,18,50.19407,10.31086,"Micromys minutus",5219833,"Animalia","","DE"
2013,10,18,46.52297,-0.68724,"Micromys minutus",5219833,"Animalia","","FR"
2013,10,19,49.304,27.92867,"Micromys minutus",5219833,"Animalia","Vinnyts'ka Oblast'","UA"
2013,10,20,48.44702,3.24118,"Micromys minutus",5219833,"Animalia","","FR"
2013,10,20,46.83694,6.81599,"Micromys minutus",5219833,"Animalia","Fr","CH"
2013,10,20,48.44702,3.24118,"Micromys minutus",5219833,"Animalia","","FR"
2013,10,21,51.02393,2.189785,"Micromys minutus",5219833,"Animalia","Nord (59)","FR"
2013,10,22,48.44603,3.24037,"Micromys minutus",5219833,"Animalia","","FR"
2013,10,22,48.44603,3.24037,"Micromys minutus",5219833,"Animalia","","FR"
2013,10,22,50.75,5.9,"Micromys minutus",5219833,"Animalia","Limburg","NL"
2013,10,24,51.25,5.65,"Micromys minutus",5219833,"Animalia","Limburg","NL"
2013,10,24,53.15,6,"Micromys minutus",5219833,"Animalia","Friesland","NL"
2013,10,25,52.00281,9.860173,"Micromys minutus",5219833,"Animalia","","DE"
2013,10,26,61.37427,28.75688,"Micromys minutus",5219833,"Animalia","Etelä-Karjala","FI"
2013,10,26,51.8,4.4,"Micromys minutus",5219833,"Animalia","Zuid-Holland","NL"
2013,10,27,51.8,4.4,"Micromys minutus",5219833,"Animalia","Zuid-Holland","NL"
2013,10,29,52.05,4.5,"Micromys minutus",5219833,"Animalia","Zuid-Holland","NL"
